195494 ivanpu    20   0 1524592  52768  33416 R  34.6  0.0   0:00.18 python
195494 ivanpu    20   0 1650440 125660  59996 D  58.8  0.1   0:00.48 python
195494 ivanpu    20   0 6643916 157464  72988 S  50.0  0.1   0:00.74 python
195494 ivanpu    20   0 7569208 300272 104272 R  88.2  0.2   0:01.19 python
195494 ivanpu    20   0 7569476 321284 124396 R 100.0  0.2   0:01.70 python
195494 ivanpu    20   0 7621288 358140 135540 R  98.1  0.2   0:02.21 python
195494 ivanpu    20   0 7662908 372584 137320 R 100.0  0.2   0:02.72 python
195494 ivanpu    20   0 7671596 381316 137380 D 100.0  0.2   0:03.24 python
195494 ivanpu    20   0 7685620 392416 137640 D  98.0  0.2   0:03.74 python
195494 ivanpu    20   0 7701848 401752 139516 D 100.0  0.2   0:04.26 python
195494 ivanpu    20   0 7727748 417288 142892 R 100.0  0.2   0:04.77 python
195494 ivanpu    20   0 7809296 431132 146316 R  98.1  0.2   0:05.28 python
195494 ivanpu    20   0 7827368 438872 146660 R 100.0  0.2   0:05.79 python
195494 ivanpu    20   0 7852644 446640 147776 D  98.1  0.2   0:06.30 python
195494 ivanpu    20   0 7869092 454688 149924 D  98.0  0.2   0:06.80 python
195494 ivanpu    20   0 7870180 455720 149924 D 100.0  0.2   0:07.32 python
195494 ivanpu    20   0 7879400 456540 150316 S  98.0  0.2   0:07.82 python
195494 ivanpu    20   0 8031384 456984 150388 R 100.0  0.2   0:08.33 python
195494 ivanpu    20   0 7992472 458728 150392 D 100.0  0.2   0:08.85 python
195494 ivanpu    20   0 7992472 458728 150392 R 100.0  0.2   0:09.36 python
195494 ivanpu    20   0 7992472 458728 150392 D 100.0  0.2   0:09.88 python
195494 ivanpu    20   0 7992472 458728 150392 R 100.0  0.2   0:10.39 python
195494 ivanpu    20   0 7992472 458952 150392 R 102.0  0.2   0:10.91 python
195494 ivanpu    20   0 8146940 552616 150432 R  98.1  0.3   0:11.42 python
195494 ivanpu    20   0 8296944 705612 150436 R 100.0  0.4   0:11.93 python
195494 ivanpu    20   0 8294128 644608 150440 R  98.1  0.3   0:12.44 python
195494 ivanpu    20   0 8218396 686188 150896 R 102.0  0.3   0:12.96 python
195494 ivanpu    20   0 8334916 800524 150896 R  98.1  0.4   0:13.47 python
195494 ivanpu    20   0 8377892 845812 150940 R 100.0  0.4   0:13.98 python
195494 ivanpu    20   0 8377892 845812 150940 R 100.0  0.4   0:14.50 python
195494 ivanpu    20   0 9178880 978460 272640 R 100.0  0.5   0:15.01 python
195494 ivanpu    20   0 9351320   1.1g 292604 R 100.0  0.6   0:15.53 python
195494 ivanpu    20   0 9509256   1.3g 310244 R  98.0  0.7   0:16.03 python
195494 ivanpu    20   0 9670796   1.5g 325208 R 100.0  0.8   0:16.55 python
195494 ivanpu    20   0 9850412   1.6g 341480 R 102.0  0.9   0:17.07 python
195494 ivanpu    20   0 9864.5m   1.8g 354164 R  98.1  1.0   0:17.58 python
195494 ivanpu    20   0    9.9g   2.0g 370256 R 100.0  1.1   0:18.09 python
195494 ivanpu    20   0   10.1g   2.2g 387568 R  98.1  1.2   0:18.60 python
195494 ivanpu    20   0   10.2g   2.3g 397860 R 102.0  1.2   0:19.12 python
195494 ivanpu    20   0   10.4g   2.4g 413216 R 102.0  1.3   0:19.64 python
195494 ivanpu    20   0   10.7g   2.6g 430092 R  96.2  1.4   0:20.14 python
195494 ivanpu    20   0   11.2g   2.8g 442900 R 102.0  1.5   0:20.66 python
195494 ivanpu    20   0   11.4g   2.9g 458128 R  98.1  1.6   0:21.17 python
195494 ivanpu    20   0   11.5g   3.1g 468796 R 102.0  1.6   0:21.69 python
195494 ivanpu    20   0   11.6g   3.2g 482664 R  98.1  1.7   0:22.20 python
195494 ivanpu    20   0   11.8g   3.2g 490340 R 100.0  1.7   0:22.71 python
195494 ivanpu    20   0   12.1g   3.3g 515520 R 100.0  1.8   0:23.23 python
195494 ivanpu    20   0   12.3g   3.5g 534768 R 100.0  1.9   0:23.74 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:24.26 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:24.77 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:25.28 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:25.79 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:26.30 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:26.82 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:27.33 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:27.84 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:28.35 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:28.86 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 102.0  2.0   0:29.38 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:29.89 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:30.40 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:30.91 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:31.43 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:31.94 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:32.45 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:32.96 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:33.47 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:33.98 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:34.50 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:35.01 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:35.52 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:36.04 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.0  2.0   0:36.54 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 102.0  2.0   0:37.06 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:37.57 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:38.08 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:38.59 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:39.11 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:39.62 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:40.13 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:40.65 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.0  2.0   0:41.15 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 102.0  2.0   0:41.67 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:42.18 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:42.69 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:43.21 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:43.72 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:44.23 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:44.75 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:45.26 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:45.77 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.1  2.0   0:46.28 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:46.79 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 102.0  2.0   0:47.31 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  96.2  2.0   0:47.81 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 102.0  2.0   0:48.33 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R  98.0  2.0   0:48.83 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:49.35 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:49.86 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 100.0  2.0   0:50.37 python
195494 ivanpu    20   0   12.6g   3.7g 770228 R 102.0  2.0   0:50.89 python
