252857 ivanpu    20   0 1524988  53300  33444 R  37.3  0.0   0:00.19 python
252857 ivanpu    20   0 1649796 124884  59988 D  59.6  0.1   0:00.50 python
252857 ivanpu    20   0 1913524 148660  66376 R  49.0  0.1   0:00.75 python
252857 ivanpu    20   0 6725468 207792  73536 S  17.3  0.1   0:00.84 python
252857 ivanpu    20   0 7569208 303452 107436 R 100.0  0.2   0:01.35 python
252857 ivanpu    20   0 7573040 325964 125504 R 100.0  0.2   0:01.87 python
252857 ivanpu    20   0 7623376 360276 135616 R 100.0  0.2   0:02.38 python
252857 ivanpu    20   0 7664492 374260 137400 R  98.1  0.2   0:02.89 python
252857 ivanpu    20   0 7681312 387808 137628 R 100.0  0.2   0:03.40 python
252857 ivanpu    20   0 7701128 401560 139400 R 100.0  0.2   0:03.92 python
252857 ivanpu    20   0 7726348 415888 142688 R 100.0  0.2   0:04.43 python
252857 ivanpu    20   0 7809468 431508 146312 D 100.0  0.2   0:04.95 python
252857 ivanpu    20   0 7833888 439404 146912 D 100.0  0.2   0:05.46 python
252857 ivanpu    20   0 7869092 454564 149920 D  98.1  0.2   0:05.97 python
252857 ivanpu    20   0 7870592 456104 149920 R 100.0  0.2   0:06.48 python
252857 ivanpu    20   0 8031384 457004 150412 R 100.0  0.2   0:07.00 python
252857 ivanpu    20   0 8031384 457008 150416 S 102.0  0.2   0:07.52 python
252857 ivanpu    20   0 7992472 458900 150416 R  98.0  0.2   0:08.02 python
252857 ivanpu    20   0 7992472 458900 150416 R  98.1  0.2   0:08.53 python
252857 ivanpu    20   0 7992472 459012 150416 R 102.0  0.2   0:09.05 python
252857 ivanpu    20   0 7992472 459012 150416 R 100.0  0.2   0:09.57 python
252857 ivanpu    20   0 8296944 709964 150452 R 100.0  0.4   0:10.08 python
252857 ivanpu    20   0 8296944 755120 150456 R  98.1  0.4   0:10.59 python
252857 ivanpu    20   0 8148476 615628 150916 R 102.0  0.3   0:11.11 python
252857 ivanpu    20   0 8230784 696924 150916 R  98.1  0.4   0:11.62 python
252857 ivanpu    20   0 8319492 779568 150916 R 100.0  0.4   0:12.13 python
252857 ivanpu    20   0 8377892 845420 150920 R 100.0  0.4   0:12.65 python
252857 ivanpu    20   0 8377892 845420 150920 R 100.0  0.4   0:13.16 python
252857 ivanpu    20   0 8377892 845716 150924 R 100.0  0.4   0:13.68 python
252857 ivanpu    20   0 8867736 995564 271668 R 100.0  0.5   0:14.19 python
252857 ivanpu    20   0 9398396   1.1g 287528 R  98.1  0.6   0:14.70 python
252857 ivanpu    20   0 9587364   1.3g 302232 R 102.0  0.7   0:15.22 python
252857 ivanpu    20   0 9750800   1.5g 323536 R  98.1  0.8   0:15.73 python
252857 ivanpu    20   0 9922876   1.7g 333732 R 100.0  0.9   0:16.24 python
252857 ivanpu    20   0 9914.0m   1.8g 349500 R 100.0  1.0   0:16.76 python
252857 ivanpu    20   0    9.9g   2.0g 367476 R 100.0  1.1   0:17.27 python
252857 ivanpu    20   0   10.1g   2.1g 380320 R 100.0  1.1   0:17.78 python
252857 ivanpu    20   0   10.2g   2.3g 392708 R 100.0  1.2   0:18.30 python
252857 ivanpu    20   0   10.4g   2.4g 403144 R 100.0  1.3   0:18.81 python
252857 ivanpu    20   0   10.6g   2.6g 417256 R  98.1  1.4   0:19.32 python
252857 ivanpu    20   0   11.2g   2.7g 432160 R 100.0  1.5   0:19.84 python
252857 ivanpu    20   0   11.3g   2.9g 449812 R 100.0  1.6   0:20.35 python
252857 ivanpu    20   0   11.5g   3.2g 471752 R 100.0  1.7   0:20.86 python
252857 ivanpu    20   0   11.6g   3.2g 481428 R 100.0  1.7   0:21.38 python
252857 ivanpu    20   0   11.7g   3.3g 490252 R  98.1  1.8   0:21.89 python
252857 ivanpu    20   0   12.0g   3.2g 494568 R 102.0  1.7   0:22.41 python
252857 ivanpu    20   0   12.2g   3.3g 519104 R 100.0  1.8   0:22.92 python
252857 ivanpu    20   0   12.4g   3.5g 566392 R 100.0  1.9   0:23.44 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R  98.1  2.0   0:23.95 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R 100.0  2.0   0:24.46 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R 102.0  2.0   0:24.98 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R  96.2  2.0   0:25.48 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R 102.0  2.0   0:26.00 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R  98.1  2.0   0:26.51 python
252857 ivanpu    20   0   12.7g   3.7g 764044 R 102.0  2.0   0:27.03 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:27.54 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R  98.1  2.0   0:28.05 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:28.56 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:29.08 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:29.59 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:30.10 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:30.62 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:31.13 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R 100.0  2.0   0:31.64 python
252857 ivanpu    20   0   12.7g   3.7g 764108 R  98.1  2.0   0:32.15 python
